Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
1,2,3.0,3.0,2,2,2,2,1,4,0,41326,0,1,2,5,8,1,51,51,0
2,1,2.0,2.0,2,2,2,2,1,1,0,41327,0,3,3,6,8,3,66,66,2
2,2,3.0,1.0,1,2,1,2,1,5,0,41326,0,14,2,6,5,3,110,74,0
2,3,3.0,2.0,2,3,3,3,1,6,0,41401,0,4,4,6,7,3,110,110,1
2,5,2.0,2.0,1,2,1,2,1,1,0,41401,0,2,2,8,7,3,107,110,1
1,2,3.0,2.0,2,2,2,2,1,6,0,41326,0,5,4,5,1,3,68,77,0
2,4,2.0,0.0,2,2,2,2,1,1,0,41326,0,2,1,6,4,2,32,74,0
1,4,3.0,2.0,2,2,2,2,1,4,0,41326,0,3,4,5,8,3,51,51,0
1,2,2.0,2.0,1,1,1,2,1,1,0,41326,0,3,3,6,5,3,104,51,0
2,12,1.0,3.0,1,2,2,2,1,1,0,41401,0,5,2,5,1,3,66,66,1
1,1,3.0,2.0,2,2,2,2,1,9,100,41335,0,5,2,6,5,3,88,96,9
1,10,2.0,2.0,2,1,1,1,1,1,0,41326,0,0,4,6,5,3,51,21,0
2,60,3.0,3.0,3,1,1,1,1,2,0,41326,0,2,2,6,7,3,45,45,0
1,12,1.0,0.0,2,3,3,3,1,1,0,41401,0,2,2,6,5,2,51,83,1
1,1,3.0,0.0,2,2,1,2,1,4,0,41401,0,5,4,6,5,2,51,51,1
1,2,1.0,2.0,2,1,1,2,1,1,0,41326,0,5,2,6,5,3,51,51,0
1,1,3.0,0.0,2,1,1,2,1,4,0,41326,0,11,3,5,1,2,51,51,0
1,1,3.0,2.0,2,2,2,2,1,4,250,41401,0,3,2,6,5,1,83,44,1
2,1,2.0,1.0,1,2,2,2,1,1,0,41401,0,5,1,6,5,3,74,110,1
2,2,3.0,1.0,1,2,2,2,1,4,0,41336,0,2,0,5,7,3,110,62,3
2,2,3.0,1.0,1,2,2,2,1,3,0,41401,3,4,2,5,4,3,110,110,1
2,2,2.0,2.0,1,2,1,2,1,1,0,41326,0,3,3,6,8,3,110,32,0
2,3,3.0,2.0,2,2,1,3,2,2,0,41401,0,3,4,6,7,3,62,62,1
2,1,3.0,2.0,2,1,1,3,1,4,0,41401,0,4,3,6,7,2,66,45,1
2,2,3.0,1.0,1,2,1,2,1,5,0,41332,0,7,4,6,8,3,110,110,7
1,4,1.0,0.0,1,2,1,2,1,1,0,41327,0,2,4,6,5,2,51,51,2
1,72,2.0,2.0,2,1,1,1,1,1,0,41326,0,1,3,6,5,4,104,51,0
2,4,3.0,2.0,2,2,2,2,1,5,0,41401,0,3,3,4,7,3,74,62,1
1,2,2.0,3.0,2,1,1,2,1,1,0,41326,0,19,3,6,4,1,84,51,0
2,7,2.0,2.0,2,1,1,1,1,1,100,41326,0,4,0,5,1,7,93,110,0
1,3,1.0,0.0,2,1,1,2,1,1,0,41326,0,2,2,6,7,2,51,51,0
1,1,3.0,3.0,1,2,2,2,2,6,0,41326,0,3,4,5,1,3,51,51,0
2,48,2.0,2.0,1,1,1,1,1,1,0,41326,0,9,2,6,5,3,110,55,0
1,1,2.0,2.0,1,2,2,2,1,1,100,41326,0,4,3,6,5,3,51,51,0
1,2,2.0,2.0,1,2,2,2,1,2,0,41327,0,4,1,6,5,3,51,51,2
2,36,2.0,2.0,1,1,1,1,1,1,0,41326,0,5,2,6,4,3,110,93,0
2,24,2.0,2.0,1,1,1,1,1,1,160,41326,0,1,4,6,5,2,110,55,0
2,3,2.0,2.0,1,2,2,2,1,1,0,41327,0,4,2,4,1,3,110,110,2
2,1,3.0,2.0,1,2,1,2,1,3,0,41401,0,26,3,6,5,7,66,66,1
1,1,3.0,2.0,2,2,2,2,1,6,50,41401,0,5,2,6,5,8,51,6,1
2,6,2.0,1.0,3,1,1,2,1,2,750,41401,0,4,2,4,7,3,9,45,1
2,2,3.0,1.0,2,3,3,3,1,4,0,41326,0,4,4,6,7,3,69,69,0
2,3,3.0,1.0,2,2,2,2,1,3,0,41326,0,5,3,6,5,7,110,110,0
1,0,3.0,2.0,2,2,2,2,1,7,0,41401,0,1,4,6,5,8,51,51,1
1,1,3.0,2.0,1,2,2,2,1,2,0,41327,0,1,2,6,5,3,51,51,2
1,4,1.0,2.0,2,1,1,2,1,1,0,41326,0,5,3,6,5,8,66,66,0
2,2,3.0,2.0,1,2,2,2,1,2,0,41326,0,4,1,6,4,3,66,66,0
2,1,3.0,2.0,1,2,2,2,1,4,30,41326,0,15,2,6,8,3,32,110,0
2,7,2.0,2.0,1,1,1,2,1,1,0,41326,0,11,1,6,8,3,32,93,0
2,4,3.0,0.0,1,2,2,2,1,4,0,41326,0,5,4,6,5,2,110,110,0
1,3,1.0,3.0,1,1,1,2,1,2,0,41326,0,12,4,6,5,3,51,105,0
2,1,3.0,2.0,1,2,2,2,1,3,0,41326,0,3,1,6,7,3,110,110,0
2,60,1.0,3.0,2,1,1,1,1,2,0,41401,0,1,4,6,7,3,123,55,1
1,3,3.0,2.0,1,1,1,2,1,2,200,41326,0,2,4,6,5,3,51,87,0
1,8,1.0,0.0,1,1,1,1,1,2,50,41326,0,5,4,6,5,2,51,51,0
2,0,3.0,2.0,2,1,1,1,1,3,0,41325,0,3,0,6,8,1,74,78,6
2,3,3.0,1.0,1,2,2,2,1,3,0,41326,0,5,4,6,5,7,110,110,0
2,0,3.0,2.0,1,2,2,2,1,4,10,41326,0,0,4,4,7,3,119,110,0
2,13,2.0,2.0,1,1,1,2,1,1,50,41326,0,3,4,6,5,4,93,110,0
1,36,2.0,3.0,2,1,1,1,1,1,0,41326,0,14,4,6,5,2,68,72,0
1,96,2.0,0.0,2,1,1,1,1,1,0,41401,0,3,4,5,4,2,51,51,1
2,8,2.0,0.0,2,2,2,1,1,1,0,41326,0,1,2,6,7,2,110,55,0
2,3,2.0,1.0,2,2,1,1,1,3,0,41336,0,9,4,6,7,3,66,66,3
2,4,3.0,2.0,2,3,3,3,2,8,0,41326,0,5,3,6,5,3,45,110,0
1,5,3.0,2.0,1,2,2,3,1,2,0,41326,0,2,2,6,5,3,51,51,0
2,24,3.0,2.0,1,2,1,2,1,2,0,41401,0,7,1,6,5,4,32,55,1
2,7,1.0,3.0,3,1,1,2,1,1,200,41401,0,3,1,6,5,7,9,45,1
1,9,2.0,1.0,3,1,1,2,1,1,300,41326,0,3,2,6,1,3,37,100,0
2,1,3.0,2.0,1,2,2,2,1,2,0,41401,0,14,4,5,4,7,66,66,1
2,5,2.0,2.0,2,2,1,2,1,1,0,41326,0,3,1,5,7,3,123,78,0
1,84,1.0,1.0,1,1,1,2,1,2,0,41326,0,11,2,6,5,3,111,46,0
1,9,2.0,0.0,2,1,1,1,1,1,200,41336,0,14,3,6,4,2,25,68,3
1,12,1.0,2.0,2,1,1,1,1,1,150,41327,0,5,3,6,5,3,66,66,2
2,4,3.0,2.0,2,1,1,2,1,2,0,41327,0,4,3,8,1,7,78,110,2
2,2,3.0,2.0,1,2,2,2,1,3,0,41326,0,1,3,6,5,4,110,110,0
2,8,1.0,3.0,1,2,1,2,1,1,50,41326,0,5,2,4,8,3,45,110,0
1,2,2.0,2.0,2,1,1,2,1,1,0,41326,0,3,1,6,5,4,51,51,0
1,36,2.0,2.0,1,1,1,1,1,1,0,41326,0,5,4,6,5,3,59,51,0
2,3,1.0,1.0,2,2,2,1,1,1,0,41401,0,5,3,8,1,3,74,55,1
1,1,2.0,2.0,1,2,1,2,1,6,15,41326,1,29,3,5,7,3,51,51,0
1,2,1.0,2.0,2,2,1,2,1,1,50,41326,0,5,1,6,5,1,66,66,0
2,1,2.0,2.0,2,2,1,2,1,1,0,41326,0,5,1,6,7,3,74,55,0
2,3,2.0,2.0,3,2,2,2,1,1,0,41326,0,1,2,6,5,8,70,93,0
1,2,1.0,2.0,2,2,2,2,1,1,0,41326,0,1,3,5,4,1,51,51,0
2,2,2.0,2.0,2,1,1,2,1,1,10,41401,0,3,4,6,5,3,74,45,1
1,2,1.0,2.0,1,2,2,2,1,1,0,41326,0,7,3,6,5,3,51,83,0
2,1,3.0,3.0,3,1,1,2,1,3,300,41326,0,1,1,6,5,4,70,9,0
1,4,2.0,2.0,1,2,2,2,1,1,0,41401,0,1,2,6,5,2,51,51,1
2,7,1.0,1.0,1,2,1,1,1,1,0,41336,0,1,3,6,5,4,66,66,3
1,2,2.0,2.0,1,2,2,2,1,3,0,41401,0,6,3,6,5,3,51,51,1
1,1,3.0,3.0,1,1,1,2,1,7,0,41326,5,30,3,6,5,4,51,51,0
2,3,1.0,2.0,1,1,1,2,1,1,0,41326,0,8,3,6,7,3,110,55,0
2,3,1.0,1.0,2,2,2,2,1,3,0,41330,0,6,4,6,5,3,110,9,4
2,3,1.0,1.0,2,2,1,2,1,2,0,41327,0,2,2,6,7,3,74,110,2
1,2,3.0,2.0,2,2,2,2,1,3,50,41326,0,9,4,6,5,3,51,51,0
1,3,2.0,2.0,1,2,2,2,1,1,0,41326,0,4,4,6,5,8,51,1,0
1,1,3.0,2.0,2,1,1,2,1,7,200,41326,0,11,4,6,5,3,114,84,0
2,4,2.0,2.0,2,1,1,2,1,1,0,41326,1,7,2,5,1,7,93,74,0
1,1,3.0,2.0,1,2,1,2,1,3,0,41326,2,28,3,6,1,3,51,51,0
1,3,2.0,1.0,1,3,3,3,1,1,0,41401,0,1,4,6,5,4,51,51,1
1,2,1.0,0.0,1,2,2,3,1,2,0,41326,0,5,3,6,5,2,51,51,0
2,1,2.0,0.0,1,2,1,2,2,1,0,41401,0,16,1,6,5,2,110,55,1
1,36,2.0,2.0,3,1,1,1,1,1,0,41326,0,3,3,5,4,1,83,83,0
1,3,2.0,2.0,2,2,1,1,1,1,150,41401,0,3,0,6,5,3,25,83,1
2,1,3.0,1.0,1,2,2,2,1,5,0,41401,0,5,1,6,7,3,110,110,1
2,12,2.0,3.0,2,1,1,2,1,2,0,41326,0,2,3,5,1,3,110,78,0
1,2,3.0,2.0,1,2,2,2,1,3,0,41401,0,3,2,6,5,3,66,66,1
2,73,2.0,2.0,3,1,1,1,1,1,400,41326,0,3,3,5,1,3,9,9,0
2,29,2.0,0.0,3,2,1,1,1,1,160,41326,2,19,3,4,8,2,9,45,0
2,2,3.0,1.0,1,2,2,2,1,2,0,41326,0,6,2,5,1,7,110,110,0
1,7,1.0,2.0,1,1,1,3,1,1,0,41336,0,2,4,6,5,8,51,51,3
2,2,3.0,2.0,2,2,1,2,1,3,0,41326,0,5,2,6,1,3,74,55,0
2,5,2.0,2.0,1,2,2,2,1,1,0,41401,0,1,4,6,5,3,9,62,1
1,24,1.0,2.0,3,1,1,1,1,1,0,41326,0,7,2,8,1,3,114,51,0
1,2,2.0,2.0,1,1,2,2,1,1,0,41401,0,1,1,5,8,3,51,51,1
2,5,3.0,1.0,1,1,1,2,1,4,0,41401,0,5,1,6,5,3,110,78,1
1,0,3.0,0.0,1,3,3,3,1,2,0,41326,0,4,1,6,5,2,51,51,0
1,64,2.0,2.0,2,2,1,2,1,1,0,41401,0,3,3,6,5,3,51,90,1
2,8,3.0,3.0,3,3,3,3,1,6,100,41326,0,0,1,5,8,1,45,74,0
1,1,3.0,2.0,1,2,2,2,1,5,0,41401,0,5,2,5,1,3,51,51,1
1,12,2.0,0.0,2,1,1,1,1,1,0,41401,1,2,0,5,8,2,66,51,1
1,2,1.0,2.0,1,3,3,3,1,4,0,41401,0,1,1,8,1,3,51,84,1
1,24,2.0,2.0,1,1,1,1,1,2,0,41326,8,30,4,6,5,1,51,51,0
1,2,2.0,2.0,1,1,1,2,1,1,0,41326,0,5,2,6,8,3,51,51,0
2,3,2.0,2.0,2,2,1,2,1,1,0,41326,0,4,1,6,5,2,66,32,0
2,4,3.0,2.0,2,2,2,2,1,6,0,41326,0,12,2,6,5,7,9,110,0
2,3,1.0,2.0,2,2,2,2,1,1,80,41326,0,5,1,6,7,3,45,110,0
2,1,2.0,1.0,2,2,1,2,1,1,50,41326,0,5,0,6,4,3,74,110,0
1,29,1.0,1.0,2,1,1,2,1,1,0,41336,0,1,4,6,5,7,46,92,3
2,2,1.0,1.0,1,2,2,2,2,1,0,41326,0,3,3,6,5,1,110,110,0
2,11,1.0,3.0,1,1,3,3,1,1,0,41326,0,0,4,6,5,4,66,66,0
2,36,2.0,2.0,1,2,1,2,1,2,0,41326,0,5,4,6,5,8,66,66,0
1,12,1.0,1.0,3,1,1,1,1,1,300,41401,0,5,4,6,5,3,46,46,1
2,2,3.0,1.0,1,2,2,2,1,2,0,41326,0,3,3,5,4,7,66,66,0
2,9,2.0,2.0,2,2,2,2,1,1,0,41326,0,1,2,6,5,7,62,9,0
2,6,2.0,1.0,2,1,1,1,1,4,30,41326,0,4,4,6,7,3,110,74,0
1,2,2.0,2.0,1,2,1,2,1,1,0,41401,0,3,1,6,8,3,51,72,1
1,5,2.0,2.0,2,1,1,2,1,1,0,41326,0,2,1,6,5,7,83,46,0
2,3,2.0,1.0,1,2,1,2,1,1,0,41401,0,5,0,6,8,3,110,110,1
2,1,2.0,2.0,2,1,1,2,1,1,0,41401,0,7,3,6,7,3,66,66,1
2,1,2.0,3.0,3,2,1,2,1,1,100,41401,2,5,2,6,5,4,9,60,1
1,1,3.0,0.0,1,2,2,2,1,8,0,41401,0,3,2,6,5,2,66,66,1
2,2,3.0,1.0,2,2,2,2,1,4,0,41401,0,27,0,5,1,3,78,74,1
1,4,1.0,1.0,1,1,1,2,1,3,0,41401,2,7,1,6,5,1,51,51,1
1,2,3.0,2.0,1,2,1,2,1,8,0,41326,0,9,2,6,5,3,83,51,0
2,5,2.0,2.0,1,1,1,2,1,1,0,41326,1,6,2,4,7,3,80,93,0
2,3,2.0,2.0,2,1,1,2,1,3,0,41326,0,5,4,6,1,3,66,66,0
2,3,3.0,2.0,2,2,2,2,1,4,0,41401,0,5,2,8,1,3,45,110,1
2,3,1.0,2.0,1,2,2,2,1,1,0,41326,0,3,0,4,1,3,62,119,0
2,4,2.0,0.0,2,1,1,1,1,1,30,41326,0,5,2,6,8,2,74,110,0
1,8,2.0,2.0,2,1,1,1,1,1,0,41330,0,5,4,6,8,3,51,112,4
2,2,3.0,2.0,1,2,2,2,1,5,0,41326,0,8,2,6,4,3,66,66,0
1,13,1.0,3.0,2,1,1,2,1,1,0,41326,0,3,2,6,5,3,120,114,0
1,1,3.0,2.0,2,3,3,3,1,5,0,41326,0,11,1,6,5,3,66,66,0
2,1,3.0,1.0,1,2,2,2,1,3,0,41326,0,1,2,6,8,3,110,110,0
2,1,3.0,2.0,1,2,2,2,1,6,0,41401,0,11,3,6,7,3,78,110,1
2,2,2.0,2.0,3,2,2,2,1,1,0,41326,0,13,3,5,7,3,66,66,0
2,0,2.0,1.0,1,2,2,2,1,1,0,41326,0,4,4,6,1,3,119,119,0
2,72,3.0,2.0,2,1,1,1,1,2,0,41326,0,2,1,5,4,3,66,66,0
2,3,2.0,2.0,2,2,1,2,1,3,100,41326,0,3,4,6,5,3,110,110,0
2,4,2.0,2.0,2,2,2,2,1,1,0,41401,0,11,3,6,4,3,110,110,1
1,1,3.0,2.0,2,2,2,2,1,6,0,41330,0,2,3,5,4,8,51,51,4
1,3,1.0,2.0,2,1,1,2,2,1,200,41330,0,3,4,5,1,3,36,51,4
2,65,3.0,2.0,2,3,3,3,1,20,50,41326,0,4,2,4,8,3,74,110,0
2,14,3.0,1.0,1,3,1,1,1,5,100,41326,0,4,4,6,4,7,78,9,0
1,1,2.0,0.0,1,2,1,2,1,1,0,41336,0,2,2,6,5,2,51,51,3
1,7,1.0,2.0,2,1,1,1,1,1,0,41401,0,5,2,6,8,3,106,106,1
1,1,1.0,2.0,1,2,1,2,1,2,0,41326,0,4,2,6,5,3,51,51,0
2,24,2.0,2.0,3,3,3,3,1,6,0,41326,0,4,4,6,8,3,74,45,0
1,18,2.0,2.0,1,1,2,3,1,1,200,41326,0,3,1,6,5,2,66,104,0
2,1,3.0,1.0,1,2,2,2,1,6,0,41401,0,4,1,5,4,3,110,110,1
1,4,1.0,2.0,1,3,1,2,1,1,0,41330,1,11,1,6,1,3,1,81,4
1,2,1.0,2.0,2,2,1,2,1,1,0,41326,0,4,2,6,5,3,66,66,0
2,1,3.0,1.0,2,2,2,2,1,2,0,41326,0,16,1,6,7,3,74,110,0
1,2,2.0,2.0,2,2,2,2,1,3,0,41326,0,3,3,6,5,1,51,51,0
2,4,2.0,2.0,1,1,1,2,1,1,0,41326,0,14,1,6,4,2,110,86,0
1,4,1.0,2.0,1,1,1,2,1,1,0,41326,0,2,3,5,1,3,51,51,0
2,4,2.0,0.0,3,2,1,2,1,2,200,41326,0,9,3,6,7,2,45,78,0
1,2,2.0,2.0,2,2,1,2,1,1,0,41326,0,2,1,6,5,3,51,51,0
2,1,3.0,1.0,2,2,2,2,1,5,0,41326,0,7,2,6,7,3,110,74,0
1,12,2.0,1.0,1,3,3,1,1,1,0,41326,0,1,3,6,5,3,42,51,0
2,2,2.0,1.0,2,2,2,2,1,1,0,41401,0,0,4,5,1,3,107,45,1
2,11,2.0,1.0,1,1,1,1,1,1,0,41401,0,1,3,6,7,3,110,110,1
1,36,2.0,0.0,3,1,1,1,1,1,0,41326,0,2,0,6,7,2,83,51,0
1,3,3.0,2.0,2,2,2,2,2,4,0,41326,0,5,2,6,5,7,51,51,0
2,3,2.0,2.0,2,1,1,2,1,2,150,41326,0,20,4,6,5,2,45,74,0
2,1,1.0,2.0,3,2,2,2,1,3,0,41326,0,5,2,6,5,3,45,110,0
1,4,1.0,2.0,1,1,1,2,1,1,0,41326,0,7,2,4,8,3,84,51,0
2,1,3.0,2.0,2,2,2,2,1,2,0,41326,0,2,1,6,7,2,66,110,0
2,14,1.0,3.0,2,1,1,1,1,1,10,41326,0,1,4,6,5,3,74,69,0
1,9,2.0,2.0,1,2,1,1,1,1,0,41401,0,2,4,6,8,3,105,51,1
1,3,3.0,2.0,1,3,3,2,1,4,0,41401,0,2,1,6,5,3,77,81,1
2,5,3.0,2.0,1,2,2,1,1,3,0,41326,0,3,4,8,7,3,110,110,0
2,2,1.0,2.0,2,1,1,2,1,1,0,41327,0,7,1,6,5,7,74,55,2
1,1,3.0,2.0,2,2,2,1,1,5,0,41326,0,12,4,5,1,3,51,51,0
1,2,2.0,2.0,1,3,1,1,1,1,0,41326,0,3,4,5,4,1,51,51,0
2,2,2.0,2.0,1,2,1,2,1,1,0,41401,0,6,1,6,5,7,55,110,1
1,24,1.0,2.0,2,3,3,3,1,2,0,41401,0,4,4,6,5,4,51,51,1
1,2,3.0,2.0,2,2,2,2,1,4,0,41326,0,8,2,5,1,3,51,84,0
2,7,2.0,2.0,2,2,3,1,1,1,0,41326,0,2,4,4,7,2,66,9,0
2,7,2.0,2.0,2,2,2,2,1,1,0,41326,0,3,4,6,4,7,78,9,0
1,30,2.0,3.0,3,1,1,1,1,1,0,41401,0,6,0,6,4,1,120,114,1
2,10,2.0,2.0,1,2,1,2,1,1,0,41326,0,1,4,6,7,3,110,55,0
2,12,3.0,2.0,1,1,1,1,1,2,0,41336,0,4,4,6,8,3,110,119,3
2,7,2.0,2.0,1,1,1,2,1,1,0,41326,0,7,2,6,8,3,32,93,0
2,3,1.0,1.0,2,2,1,2,1,1,0,41326,0,5,1,4,8,1,66,66,0
2,1,3.0,2.0,2,2,2,2,1,2,0,41336,0,1,0,5,1,3,78,74,3
1,3,2.0,2.0,2,2,1,2,1,1,100,41326,0,10,2,6,5,2,51,51,0
2,12,1.0,2.0,2,3,1,2,1,1,100,41326,0,4,3,6,4,3,78,70,0
2,1,1.0,2.0,1,2,1,2,1,1,50,41326,0,5,1,6,5,7,55,110,0
2,3,2.0,0.0,2,1,1,2,1,1,0,41401,0,10,1,6,5,2,74,55,1
2,2,3.0,2.0,2,2,1,2,1,3,0,41330,0,11,1,6,5,3,110,78,4
2,2,2.0,1.0,1,2,1,2,1,1,0,41401,0,4,2,5,1,3,78,55,1
2,2,3.0,0.0,1,2,1,2,1,2,0,41326,1,2,1,6,7,2,66,66,0
2,9,2.0,2.0,2,1,1,1,1,1,0,41326,0,3,0,6,7,3,9,74,0
1,1,2.0,1.0,1,3,3,3,1,2,0,41326,0,5,1,6,5,4,66,66,0
1,3,1.0,2.0,1,1,1,1,1,1,0,41326,0,4,4,6,1,3,66,66,0
1,24,2.0,2.0,1,1,1,1,1,1,0,41326,0,6,4,5,8,3,66,66,0
2,2,3.0,2.0,2,2,2,2,1,2,0,41401,0,4,1,6,5,3,74,74,1
2,4,2.0,0.0,1,1,1,1,1,1,50,41326,0,9,2,6,5,2,32,110,0
2,2,1.0,2.0,1,2,1,2,1,1,8,41326,0,10,3,6,4,7,69,62,0
2,0,3.0,3.0,2,2,2,2,1,6,50,41326,0,4,2,6,4,3,45,110,0
2,4,2.0,1.0,1,2,1,2,1,1,0,41401,0,1,1,6,1,7,78,110,1
2,1,2.0,1.0,1,3,3,3,1,1,0,41326,0,4,4,5,4,1,110,74,0
2,6,1.0,2.0,3,3,3,2,1,1,150,41326,0,1,1,5,8,1,45,70,0
2,36,2.0,2.0,1,1,1,1,1,1,0,41326,0,5,2,5,1,7,66,66,0
2,28,1.0,2.0,1,1,1,1,1,1,0,41327,0,7,0,6,7,3,110,110,2
2,2,2.0,2.0,2,2,2,2,1,2,0,41401,0,2,1,6,5,8,110,110,1
2,3,3.0,1.0,1,2,1,2,1,4,0,41326,0,4,4,6,4,3,66,66,0
1,2,2.0,2.0,2,3,3,2,1,1,0,41326,0,3,3,6,5,3,83,51,0
1,2,1.0,1.0,1,2,2,2,1,1,0,41326,0,1,3,6,5,1,51,51,0
2,9,2.0,2.0,2,2,2,2,1,1,0,41326,0,2,0,6,5,8,9,62,0
2,21,2.0,2.0,2,1,1,1,1,1,0,41326,1,1,2,6,5,3,32,74,0
1,24,2.0,0.0,2,1,2,1,1,1,50,41327,0,2,2,6,1,2,57,51,2
1,14,1.0,2.0,2,1,1,1,1,1,0,41326,0,4,0,6,4,3,68,44,0
2,12,1.0,0.0,2,3,3,3,2,1,0,41401,0,3,2,6,5,2,74,55,1
2,2,2.0,2.0,2,3,3,3,1,1,20,41326,0,3,1,6,5,7,62,24,0
2,12,1.0,2.0,2,3,3,3,1,1,0,41401,0,1,4,6,7,3,24,24,1
1,2,2.0,1.0,2,1,1,2,1,1,0,41401,0,4,2,6,5,3,83,104,1
2,2,2.0,3.0,3,2,2,2,1,1,0,41326,0,1,1,6,4,3,93,45,0
1,1,3.0,2.0,1,2,2,2,1,6,0,41326,0,6,3,6,5,1,51,111,0
2,4,2.0,2.0,2,1,3,2,1,1,0,41326,0,3,0,6,1,3,78,74,0
2,2,3.0,3.0,2,2,1,2,1,3,0,41401,0,4,4,6,7,3,32,119,1
1,4,3.0,1.0,1,3,3,3,1,5,0,41326,0,8,4,5,4,3,51,51,0
1,2,3.0,2.0,2,2,2,2,1,9,0,41330,0,9,4,6,5,3,51,51,4
2,2,1.0,2.0,2,1,1,2,1,2,100,41326,0,7,3,6,5,3,74,110,0
1,48,2.0,2.0,2,1,1,1,1,1,0,41326,0,3,1,6,1,7,91,51,0
2,6,2.0,2.0,3,2,2,2,1,1,0,41326,0,5,2,6,5,3,45,32,0
2,1,2.0,0.0,1,2,1,2,1,1,0,41326,0,3,2,6,8,2,110,32,0
1,36,3.0,2.0,2,2,2,1,1,3,0,41401,0,6,4,6,5,3,51,51,1
2,0,3.0,1.0,2,1,1,2,1,4,0,41326,0,0,3,5,4,3,110,110,0
1,2,2.0,2.0,2,1,1,3,1,2,0,41327,0,1,3,6,5,1,40,51,2
2,6,2.0,2.0,2,1,1,1,1,3,135,41326,0,14,2,5,1,2,66,66,0
2,1,3.0,2.0,1,2,1,3,1,5,0,41326,0,5,4,6,7,3,110,110,0
2,10,1.0,0.0,2,1,1,1,1,2,0,41401,1,7,4,6,4,2,55,110,1
2,3,2.0,2.0,2,2,2,2,1,1,50,41326,0,5,2,6,4,3,66,66,0
1,72,1.0,2.0,3,1,1,1,1,1,0,41326,0,5,1,5,4,8,106,68,0
2,1,3.0,1.0,2,2,2,2,1,3,0,41332,0,5,4,6,1,3,74,110,7
1,1,3.0,2.0,2,2,2,2,1,9,0,41330,0,11,4,5,4,7,51,51,4
1,3,2.0,2.0,2,3,3,3,1,2,0,41326,0,24,1,5,8,3,52,51,0
2,1,3.0,1.0,2,2,2,3,1,4,0,41326,0,0,1,6,7,3,110,9,0
2,1,3.0,2.0,1,2,1,2,1,3,0,41401,0,11,1,6,4,7,110,110,1
1,48,2.0,2.0,1,1,1,1,1,1,0,41326,0,2,1,6,5,3,104,104,0
2,24,1.0,3.0,2,3,3,3,1,1,0,41401,0,4,0,6,1,3,74,107,1
2,20,2.0,3.0,2,2,2,1,1,1,0,41326,0,4,4,6,7,3,110,119,0
2,1,2.0,1.0,1,2,2,2,1,3,0,41336,0,4,3,6,7,2,110,78,3
2,5,1.0,2.0,1,2,2,2,1,2,0,41401,0,2,4,6,5,3,66,66,1
1,1,3.0,2.0,2,2,2,2,2,6,0,41401,0,9,1,6,5,1,51,51,1
1,3,2.0,2.0,2,2,2,2,1,6,0,41326,0,4,4,6,5,2,51,51,0
1,2,3.0,3.0,1,2,2,2,1,6,0,41326,1,5,1,6,5,3,51,51,0
1,2,3.0,2.0,1,2,2,2,1,6,0,41326,0,5,4,6,5,3,51,51,0
1,1,2.0,2.0,2,1,1,2,1,1,0,41326,0,2,1,6,5,2,66,66,0
1,1,1.0,2.0,1,2,1,2,1,3,0,41401,0,4,3,6,5,3,51,51,1
2,2,3.0,2.0,2,2,1,2,1,3,0,41332,0,8,2,6,7,3,74,110,7
2,1,3.0,2.0,1,2,1,3,1,5,0,41326,0,1,4,6,7,3,110,110,0
2,4,3.0,2.0,2,2,1,2,1,2,0,41326,0,5,3,6,7,3,110,110,0
1,8,3.0,0.0,1,1,1,3,1,8,0,41326,0,14,4,6,5,2,66,66,0
1,1,3.0,2.0,1,2,1,2,1,5,0,41326,0,5,2,6,5,1,84,51,0
1,2,3.0,2.0,1,2,2,2,1,3,0,41326,0,0,4,6,1,3,51,51,0
1,1,3.0,1.0,1,2,2,2,1,5,0,41401,0,1,2,6,5,4,51,51,1
1,36,2.0,1.0,1,1,1,1,1,1,0,41326,0,5,4,6,5,3,66,66,0
2,1,3.0,1.0,2,2,2,2,1,2,0,41401,0,2,3,6,8,3,110,74,1
1,21,2.0,2.0,1,2,2,2,1,1,0,41326,0,1,0,5,1,3,6,51,0
1,2,1.0,0.0,1,1,1,2,1,1,0,41326,0,7,2,6,5,2,51,21,0
2,3,3.0,0.0,2,2,2,2,1,6,0,41326,0,7,4,6,5,2,74,74,0
2,3,3.0,1.0,1,2,2,2,1,5,0,41326,0,4,2,6,7,3,110,110,0
1,8,1.0,2.0,2,1,1,1,1,1,150,41401,0,11,4,6,5,4,51,25,1
2,2,3.0,2.0,1,2,2,2,1,5,0,41326,0,5,2,6,4,3,110,110,0
1,3,2.0,3.0,1,2,2,2,1,1,0,41325,5,6,2,6,5,4,84,51,6
1,2,1.0,1.0,1,2,2,3,1,3,0,41326,0,1,3,5,4,1,51,51,0
2,3,2.0,2.0,2,1,1,2,1,1,0,41326,1,2,2,6,8,3,32,74,0
2,2,2.0,2.0,2,2,1,2,1,1,150,41326,0,6,1,6,4,3,9,74,0
2,3,2.0,3.0,2,3,3,3,1,1,0,41325,0,2,4,6,5,7,9,45,6
1,3,1.0,2.0,1,2,2,2,1,1,0,41326,0,3,2,6,5,1,51,51,0
2,16,3.0,2.0,1,2,2,2,1,3,0,41326,0,5,1,6,7,3,45,110,0
